timestamp, temp, mac, client-id
2021-02-11 17:17:36.647780, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:36.754958, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:36.861629, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:37.074606, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:37.659854, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:37.766973, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:37.874321, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:38.086511, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:38.669696, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:38.776833, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:38.886953, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:39.098233, 4.250000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:39.681206, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:39.789227, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:39.899838, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:40.112754, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:40.693304, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:40.802869, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:40.909926, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:41.121820, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:41.704714, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:41.811724, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:41.919096, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:42.133843, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:42.715836, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:42.823032, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:42.930255, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:43.145071, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:43.728574, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:43.835810, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:43.945372, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:44.156829, 4.187500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:44.739575, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:44.849052, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:44.958824, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:45.168232, 4.250000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:45.752320, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:45.859769, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:45.966926, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:46.180199, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:46.762659, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:46.869758, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:46.976747, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:47.192555, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:47.774304, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:47.883002, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:47.991739, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:48.209293, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:48.786426, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:48.893781, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:49.001336, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:49.215862, 4.062500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:49.797766, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:49.906866, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:50.013858, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:50.230742, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:50.809620, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:50.917446, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:51.024558, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:51.238695, 4.125000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:51.820429, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:51.927834, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:52.034760, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:52.250293, 4.062500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:52.832683, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:52.941062, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:53.051197, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:53.261650, 4.000000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:53.843687, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:53.951466, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:54.058805, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:54.274709, 4.000000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:54.855789, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:54.963267, 23.625000, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:55.070426, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:55.286110, 4.062500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:55.867392, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:55.974756, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:56.081971, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:56.303933, 4.062500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:56.878309, 22.875001, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:56.985429, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:57.092587, 23.500001, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:57.309211, 4.000000, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:57.890932, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
2021-02-11 17:17:57.998121, 23.562500, f0:08:d1:d4:53:50, Ostseite
2021-02-11 17:17:58.108301, 23.562500, 8c:aa:b5:8b:3e:c0, Temp_Kueche
2021-02-11 17:17:58.320187, 4.062500, 8c:aa:b5:8b:70:18, Aussentemperatur
2021-02-11 17:17:58.902271, 22.812500, 8c:aa:b5:8b:ea:a4, Wohnzimmer_Mitte
